1;1686;9.900000;857;small
2;2533;9.900000;1643;small
3;1191;9.900000;1391;small
4;4904;9.900000;477;small
5;4372;9.900000;1226;small
6;4364;9.900000;1508;small
7;4256;9.900000;1116;small
8;2795;9.900000;1606;small
9;2996;9.900000;1668;small
10;3114;9.900000;942;small
11;2055;9.900000;694;small
12;1838;9.900000;474;small
13;3587;9.900000;1273;small
14;4803;9.900000;1752;small
15;3268;9.900000;1222;small
16;2896;9.900000;911;small
17;370;9.900000;1793;small
18;220;9.900000;1757;small
19;1466;9.900000;922;small
20;3369;9.900000;1718;small
21;3123;9.900000;1504;small
22;2498;9.900000;1175;small
23;1561;9.900000;1552;small
24;4046;9.900000;1343;small
25;3162;9.900000;649;small
26;4150;9.900000;982;small
27;1105;9.900000;1303;small
28;4532;9.900000;428;small
29;2959;9.900000;606;small
30;1235;9.900000;1610;small
31;3177;9.900000;849;small
32;2813;9.900000;852;small
33;1818;9.900000;711;small
34;1704;9.900000;437;small
35;2869;9.900000;1702;small
36;2148;9.900000;1866;small
37;4308;9.900000;1796;small
38;1640;9.900000;926;small
39;531;9.900000;1699;small
40;1099;9.900000;1531;small
41;4439;9.900000;1660;small
42;4062;9.900000;1253;small
43;976;9.900000;1367;small
44;1283;9.900000;1014;small
45;1040;9.900000;1181;small
46;1912;9.900000;1767;small
47;4317;9.900000;1661;small
48;876;9.900000;1779;small
49;1623;9.900000;684;small
50;2937;9.900000;1482;small
51;1361;9.900000;1976;small
52;2636;9.900000;1510;small
53;3885;9.900000;1582;small
54;2757;9.900000;1356;small
55;2660;9.900000;953;small
56;4665;9.900000;529;small
57;3360;9.900000;1102;small
58;747;9.900000;1348;small
59;4127;9.900000;1773;small
60;1975;9.900000;544;small
61;5048;9.900000;1744;small
62;4829;9.900000;349;small
63;1458;9.900000;1518;small
64;1107;9.900000;1777;small
65;3541;9.900000;1681;small
66;3211;9.900000;1557;small
67;853;9.900000;1343;small
68;2954;9.900000;1413;small
69;3986;9.900000;1768;small
70;772;9.900000;1669;small
71;4533;9.900000;590;small
72;2936;9.900000;1156;small
73;4305;9.900000;1535;small
74;3937;9.900000;1448;small
75;4185;9.900000;1895;small
76;3938;9.900000;1815;small
77;3839;9.900000;1733;small
78;2956;9.900000;433;small
79;723;9.900000;1905;small
80;1873;9.900000;1966;small
81;3323;9.900000;538;small
82;5184;9.900000;1737;small
83;5437;9.900000;1776;small
84;4843;9.900000;1853;small
85;4786;9.900000;1680;small
86;1480;9.900000;298;small
87;3477;9.900000;1327;small
88;3837;9.900000;1420;small
89;718;9.900000;1504;small
90;4082;9.900000;1214;small
91;3163;9.900000;1047;small
92;4300;9.900000;887;small
93;3253;9.900000;826;small
94;2580;9.900000;1306;small
95;2972;9.900000;1546;small
96;3052;9.900000;1182;small
97;1680;9.900000;497;small
98;3792;9.900000;1307;small
99;1039;9.900000;1576;small
100;4442;9.900000;482;small
101;4652;9.900000;499;small
102;4787;9.900000;393;small
103;2080;9.900000;1932;small
104;2414;9.900000;1117;small
105;1643;9.900000;1939;small
106;4565;9.900000;1839;small
107;1892;9.900000;781;small
108;902;9.900000;1419;small
109;758;9.900000;1820;small
110;2026;9.900000;1945;small
111;1578;9.900000;269;small
112;3579;9.900000;1543;small
113;3469;9.900000;1559;small
114;4372;9.900000;1270;small
115;3113;9.900000;1763;small
116;2851;9.900000;1793;small
117;5294;9.900000;1809;small
118;1957;9.900000;2019;small
119;2310;9.900000;1994;small
120;3685;9.900000;1405;small
121;4292;9.900000;1627;small
122;514;9.900000;1809;small
123;2890;9.900000;702;small
124;3700;9.900000;1665;small
125;1123;9.900000;1611;small
126;1217;9.900000;1395;small
127;3002;9.900000;541;small
128;2497;9.900000;984;small
129;3366;9.900000;1614;small
130;3468;9.900000;1795;small
131;1427;9.900000;1699;small
132;2769;9.900000;1474;small
133;3231;9.900000;1015;small
134;3777;9.900000;1671;small
135;4542;9.900000;1414;small
136;2673;9.900000;1351;small
137;2509;9.900000;1393;small
138;2955;9.900000;660;small
139;2910;9.900000;607;small
140;3330;9.900000;1353;small
141;4219;9.900000;1387;small
142;1479;9.900000;77;small
143;1518;9.900000;1810;small
144;645;9.900000;1598;small
145;954;9.900000;1682;small
146;1313;9.900000;1970;small
147;2780;9.900000;1055;small
148;3044;9.900000;613;small
149;1405;9.900000;1352;small
150;4744;9.900000;1550;small
151;3769;9.900000;1530;small
152;4229;9.900000;1605;small
153;1203;9.900000;1317;small
154;1854;9.900000;737;small
155;3102;9.900000;469;small
156;3465;9.900000;1877;small
157;4744;9.900000;1324;small
158;4683;9.900000;1612;small
159;3784;9.900000;1025;small
160;3850;9.900000;1749;small
161;4399;9.900000;1512;small
162;4223;9.900000;1049;small
163;2798;9.900000;1124;small
164;4156;9.900000;1486;small
165;4156;9.900000;1694;small
166;1123;9.900000;1985;small
167;3406;9.900000;1478;small
168;1102;9.900000;1553;small
169;4563;9.900000;402;small
170;4691;9.900000;1663;small
171;3859;9.900000;1073;small
172;2503;9.900000;1214;small
173;3527;9.900000;1459;small
174;2973;9.900000;571;small
175;4574;9.900000;1446;small
176;1388;9.900000;1526;small
177;1390;9.900000;806;small
178;3772;9.900000;1842;small
179;4741;9.900000;788;small
180;3894;9.900000;1304;small
181;4479;9.900000;1820;small
182;2861;9.900000;1154;small
183;1477;9.900000;697;small
184;1680;9.900000;1563;small
185;2809;9.900000;1683;small
186;3381;9.900000;1211;small
187;2647;9.900000;1061;small
188;1152;9.900000;1085;small
189;81;9.900000;1823;small
190;2935;9.900000;1300;small
191;4397;9.900000;784;small
192;2358;9.900000;1058;small
193;3885;9.900000;1471;small
194;5227;9.900000;657;small
195;2551;9.900000;1630;small
196;3290;9.900000;1431;small
197;3213;9.900000;1322;small
198;4321;9.900000;1918;small
199;1291;9.900000;1425;small
200;4082;9.900000;1971;small
201;4379;9.900000;1310;small
202;1809;9.900000;374;small
203;3786;9.900000;1162;small
204;2846;9.900000;1271;small
205;1593;9.900000;1804;small
206;4487;9.900000;758;small
207;1533;9.900000;537;small
208;1155;9.900000;1784;small
209;1739;9.900000;1541;small
210;1552;9.900000;1968;small
211;3493;9.900000;1231;small
212;3722;9.900000;1855;small
213;2967;9.900000;1955;small
214;2497;9.900000;1582;small
215;1655;9.900000;502;small
216;3456;9.900000;1127;small
217;2884;9.900000;1415;small
218;3651;9.900000;1802;small
219;3193;9.900000;1508;small
220;1341;9.900000;1879;small
221;2989;9.900000;764;small
222;3088;9.900000;1717;small
223;2552;9.900000;944;small
224;4978;9.900000;393;small
225;1248;9.900000;1913;small
226;1518;9.900000;1430;small
227;4520;9.900000;982;small
228;171;9.900000;1137;small
229;3705;9.900000;113;small
230;4107;9.900000;770;small
231;945;9.900000;682;small
232;4712;9.900000;929;small
233;494;9.900000;1324;small
234;2015;9.900000;928;small
235;5509;9.900000;1701;small
236;5626;9.900000;827;small
237;730;9.900000;297;small
238;3266;9.900000;969;small
239;1059;9.900000;2022;small
240;2985;9.900000;167;small
241;3845;9.900000;239;small
242;2651;9.900000;1757;small
243;5261;9.900000;929;small
244;4477;9.900000;336;small
245;72;9.900000;822;small
246;3402;9.900000;483;small
247;2554;9.900000;2015;small
248;4339;9.900000;704;small
249;4301;9.900000;1984;small
250;3527;9.900000;567;small
251;3062;9.900000;1842;small
252;5604;9.900000;1490;small
253;2274;9.900000;234;small
254;411;9.900000;1016;small
255;2272;9.900000;642;small
256;3647;9.900000;25;small
257;3588;9.900000;2029;small
258;1638;9.900000;1893;small
259;235;9.900000;2025;small
260;1942;9.900000;1405;small
261;4706;9.900000;1907;small
262;2209;9.900000;783;small
263;454;9.900000;477;small
264;5043;9.900000;239;small
265;4900;9.900000;677;small
266;3457;9.900000;123;small
267;1515;9.900000;1211;small
268;1816;9.900000;282;small
269;1332;9.900000;87;small
270;975;9.900000;908;small
271;5554;9.900000;995;small
272;5312;9.900000;160;small
273;1646;9.900000;1333;small
274;2136;9.900000;590;small
275;41;9.900000;421;small
276;697;9.900000;1371;small
277;1435;9.900000;1157;small
278;4925;9.900000;1444;small
279;711;9.900000;1612;small
280;432;9.900000;276;small
281;5084;9.900000;466;small
282;2844;9.900000;1373;small
283;5544;9.900000;221;small
